360.0,0,
361.09,902,
362.09999999999997,619,
363.10999999999996,444,
364.2599999999999,375,
365.26999999999987,295,
366.42999999999984,256,
367.4299999999999,220,
368.4499999999999,209,
369.5999999999999,186,
370.5999999999999,177,
371.7699999999999,164,
372.92999999999995,157,
374.0999999999999,145,
375.11999999999995,133,
376.27000000000004,116,
377.27000000000004,116,
378.43000000000006,107,
379.43000000000006,114,
380.44000000000005,127,
381.5900000000001,125,
382.5900000000001,118,
383.6,124,
384.75,129,
385.78,127,
386.92,138,
387.93,137,
388.93,136,
390.09,144,
391.09999999999997,148,
392.26,154,
393.42999999999995,146,
394.59,172,
395.59,157,
396.74999999999994,157,
397.7699999999999,155,
398.92999999999995,145,
400.08,153,
401.0899999999999,165,
402.25999999999993,174,
403.2699999999999,198,
404.43999999999994,182,
405.59,166,
406.59,155,
407.75,159,
408.75000000000006,162,
409.77000000000004,156,
410.9200000000001,152,
412.0900000000001,177,
413.0900000000001,183,
414.2400000000001,171,
415.4200000000001,192,
416.44000000000005,194,
417.5800000000001,191,
418.5800000000001,187,
419.5800000000001,183,
420.59000000000003,181,
421.78000000000003,185,
422.92,178,
424.08000000000004,179,
425.08000000000004,178,
426.24,177,
427.26,170,
428.42,175,
429.58000000000004,153,
430.58000000000004,161,
431.74,167,
432.74,175,
433.75,183,
434.9,195,
435.90999999999997,196,
437.06999999999994,208,
438.2399999999999,197,
439.2499999999999,210,
440.2499999999999,209,
441.3999999999999,204,
442.5699999999999,213,
443.73999999999984,211,
444.73999999999984,197,
445.74999999999983,188,
446.89999999999986,166,
447.89999999999986,181,
448.9099999999998,190,
450.06999999999977,179,
451.08999999999975,192,
452.2399999999997,187,
453.2399999999997,179,
454.4099999999997,184,
455.55999999999966,182,
456.57999999999964,182,
457.74999999999966,176,
458.8999999999997,170,
459.8999999999997,177,
461.06999999999965,188,
462.2299999999996,171,
463.24999999999966,184,
464.4099999999997,189,
465.5599999999997,177,
466.5599999999997,186,
467.5599999999997,188,
468.5799999999997,172,
469.7399999999997,157,
470.88999999999976,168,
471.88999999999976,164,
473.0599999999997,179,
474.2199999999997,175,
475.2299999999997,176,
476.2299999999997,166,
477.2299999999997,184,
478.38999999999965,188,
479.40999999999957,181,
480.5599999999996,177,
481.5599999999996,173,
482.5699999999996,174,
483.71999999999963,174,
484.7399999999996,171,
485.7399999999996,158,
486.87999999999954,156,
487.88999999999953,179,
489.0599999999995,168,
490.0699999999994,173,
491.0699999999994,165,
492.21999999999946,143,
493.21999999999946,142,
494.3899999999994,150,
495.5499999999994,164,
496.5599999999993,146,
497.5599999999993,150,
498.5999999999993,140,
499.72999999999934,130,
500.8799999999993,126,
501.92999999999927,122,
503.0499999999993,117,
504.21999999999923,119,
505.37999999999926,120,
506.37999999999926,129,
507.40999999999923,127,
360.0,0,
361.05999999999995,939,
362.2199999999999,633,
363.24999999999994,447,
364.39000000000004,373,
365.40000000000003,302,
366.55000000000007,261,
367.5500000000001,221,
368.5700000000001,205,
369.7400000000002,188,
370.8800000000002,173,
371.9000000000002,166,
373.05000000000024,149,
374.05000000000024,132,
375.0500000000003,131,
376.0500000000003,138,
377.22000000000037,144,
378.2300000000004,140,
379.2300000000005,136,
380.3900000000005,138,
381.3900000000005,135,
382.54000000000053,128,
383.54000000000053,122,
384.5500000000006,135,
385.72000000000065,137,
386.89000000000067,139,
388.0500000000007,132,
389.21000000000066,127,
390.3900000000006,134,
391.3900000000006,141,
392.5600000000007,141,
393.7100000000007,158,
394.7100000000007,155,
395.7200000000007,156,
396.87000000000074,164,
397.8900000000008,153,
399.0400000000008,164,
400.0500000000008,158,
401.0500000000008,166,
402.2000000000008,158,
403.2200000000008,153,
404.3700000000009,169,
405.3700000000009,176,
406.38000000000085,165,
407.38000000000085,154,
408.5600000000009,158,
409.70000000000095,155,
410.71000000000095,156,
411.8700000000009,156,
413.04000000000093,168,
414.0500000000009,149,
415.050000000001,171,
416.20000000000095,163,
417.3800000000009,164,
418.5300000000008,172,
419.7100000000008,189,
420.7100000000008,172,
421.8800000000008,173,
423.04000000000076,187,
424.2000000000008,194,
425.2000000000008,182,
426.3700000000008,186,
427.53000000000077,171,
428.56000000000074,176,
429.7000000000008,182,
430.86000000000087,167,
431.86000000000087,176,
432.8600000000009,174,
433.8800000000009,175,
435.0400000000009,181,
436.2000000000009,183,
437.36000000000087,181,
438.36000000000087,174,
439.5400000000008,176,
440.7100000000008,180,
441.8800000000008,185,
443.03000000000077,195,
444.1900000000008,183,
445.35000000000076,180,
446.35000000000076,179,
447.3600000000007,194,
448.5500000000007,201,
449.69000000000074,195,
450.69000000000074,178,
451.86000000000064,173,
453.01000000000056,172,
454.0400000000006,170,
455.1900000000006,187,
456.35000000000065,179,
457.3500000000007,182,
458.5100000000007,187,
459.52000000000066,185,
460.6900000000007,180,
461.8500000000007,176,
462.8500000000007,164,
464.0100000000007,168,
465.18000000000063,172,
466.21000000000066,175,
467.3600000000007,169,
468.51000000000073,169,
469.5300000000007,177,
470.68000000000075,169,
471.8400000000007,167,
472.8500000000007,172,
473.8500000000007,176,
475.0100000000008,163,
476.01000000000084,169,
477.01000000000084,171,
478.0400000000008,172,
479.18000000000086,162,
480.18000000000086,155,
481.19000000000085,151,
482.2800000000008,158,
483.37000000000086,166,
484.5200000000009,162,
485.6700000000009,166,
486.6900000000009,165,
487.84000000000094,152,
488.84000000000094,161,
490.0600000000009,158,
491.170000000001,144,
492.180000000001,142,
493.180000000001,140,
494.180000000001,153,
495.35000000000093,153,
496.50000000000097,143,
497.510000000001,145,
498.510000000001,146,
499.680000000001,133,
500.69000000000096,131,
501.840000000001,134,
502.85000000000105,123,
504.01000000000107,122,
505.01000000000107,116,
506.03000000000105,117,
507.1700000000011,122,
508.1700000000011,132,
509.1700000000011,131,
510.1700000000011,126,
511.370000000001,106,
512.5000000000009,104,
513.5100000000009,107,
514.6600000000008,103,
515.6700000000006,100,
516.6900000000006,96,
517.8400000000005,95,
519.0000000000003,83,
520.0100000000002,80,
521.1600000000001,83,
522.3199999999999,93,
523.3399999999998,87,
524.4899999999997,86,
525.4999999999995,94,
526.6699999999994,94,
527.8299999999992,86,
528.8299999999992,86,
530.0099999999991,82,
531.1599999999991,75,
532.1699999999989,69,
533.3299999999988,76,
534.4899999999986,74,
